arm_num,unique_event_name,form
1,7_arm_1,biological_specimens
1,7_arm_1,cbc_followup
1,7_arm_1,cbc_fu_standard
1,7_arm_1,chemistry_followup
1,7_arm_1,chemistry_fu_standard
1,7_arm_1,inr_followup
1,7_arm_1,hcv_rna_followup
1,7_arm_1,hcv_rna_fu_standard
1,8_arm_1,hcc_treatment
1,8_arm_1,hcc_coding
1,8_arm_1,cbc
1,8_arm_1,cbc_standard
1,8_arm_1,chemistry
1,8_arm_1,chemistry_standard
1,8_arm_1,inr
1,8_arm_1,hcv_rna_results
1,8_arm_1,hcv_rna_standard
1,8_arm_1,interferon_administration
1,8_arm_1,ribavirin_administration
1,8_arm_1,sofosbuvir_administration
1,8_arm_1,ex_coding
1,8_arm_1,adverse_events
1,8_arm_1,ae_coding
1,8_arm_1,conmeds
1,8_arm_1,cm_coding
1,8_arm_1,immunosuppression_dosages
1,8_arm_1,ppi_dosages
1,8_arm_1,transfusions
1,8_arm_1,source_upload_form
1,8_arm_1,site_source_upload_form
1,8_arm_1,protocol_deviations
1,8_arm_1,derived_values
1,8_arm_1,cbc_imported
1,8_arm_1,cbc_im_standard
1,8_arm_1,chemistry_imported
1,8_arm_1,chemistry_im_standard
1,8_arm_1,inr_imported
1,8_arm_1,hcv_rna_imported
1,8_arm_1,hcv_rna_im_standard
1,8_arm_1,conmeds_imported
1,8_arm_1,cm_im_coding
1,8_arm_1,biological_specimens
1,8_arm_1,cbc_followup
1,8_arm_1,cbc_fu_standard
1,8_arm_1,chemistry_followup
1,8_arm_1,chemistry_fu_standard
1,8_arm_1,inr_followup
1,8_arm_1,hcv_rna_followup
1,8_arm_1,hcv_rna_fu_standard
1,9_arm_1,hcc_treatment
1,9_arm_1,hcc_coding
1,9_arm_1,cbc
1,9_arm_1,cbc_standard
1,9_arm_1,chemistry
1,9_arm_1,chemistry_standard
1,9_arm_1,inr
1,9_arm_1,hcv_rna_results
1,9_arm_1,hcv_rna_standard
1,9_arm_1,interferon_administration
1,9_arm_1,ribavirin_administration
1,9_arm_1,ex_coding
1,9_arm_1,adverse_events
1,9_arm_1,ae_coding
1,9_arm_1,conmeds
1,9_arm_1,cm_coding
1,9_arm_1,immunosuppression_dosages
1,9_arm_1,ppi_dosages
1,9_arm_1,transfusions
1,9_arm_1,source_upload_form
1,9_arm_1,site_source_upload_form
1,9_arm_1,protocol_deviations
1,9_arm_1,derived_values
1,9_arm_1,cbc_imported
1,9_arm_1,cbc_im_standard
1,9_arm_1,chemistry_imported
1,9_arm_1,chemistry_im_standard
1,9_arm_1,inr_imported
1,9_arm_1,hcv_rna_imported
1,9_arm_1,hcv_rna_im_standard
1,9_arm_1,conmeds_imported
1,9_arm_1,cm_im_coding
1,9_arm_1,biological_specimens
1,9_arm_1,cbc_followup
1,9_arm_1,cbc_fu_standard
1,9_arm_1,chemistry_followup
1,9_arm_1,chemistry_fu_standard
1,9_arm_1,inr_followup
1,9_arm_1,hcv_rna_followup
1,9_arm_1,hcv_rna_fu_standard
1,10_arm_1,hcc_treatment
1,10_arm_1,hcc_coding
1,10_arm_1,cbc
1,10_arm_1,cbc_standard
1,10_arm_1,chemistry
1,10_arm_1,chemistry_standard
1,10_arm_1,inr
1,10_arm_1,hcv_rna_results
1,10_arm_1,hcv_rna_standard
1,10_arm_1,interferon_administration
1,10_arm_1,ribavirin_administration
1,10_arm_1,ex_coding
1,10_arm_1,adverse_events
1,10_arm_1,ae_coding
1,10_arm_1,conmeds
1,10_arm_1,cm_coding
1,10_arm_1,immunosuppression_dosages
1,10_arm_1,ppi_dosages
1,10_arm_1,transfusions
1,10_arm_1,source_upload_form
1,10_arm_1,site_source_upload_form
1,10_arm_1,protocol_deviations
1,10_arm_1,derived_values
1,10_arm_1,cbc_imported
1,10_arm_1,cbc_im_standard
1,10_arm_1,chemistry_imported
1,10_arm_1,chemistry_im_standard
1,10_arm_1,inr_imported
1,10_arm_1,hcv_rna_imported
1,10_arm_1,hcv_rna_im_standard
1,10_arm_1,conmeds_imported
1,10_arm_1,cm_im_coding
1,10_arm_1,biological_specimens
1,10_arm_1,cbc_followup
1,10_arm_1,cbc_fu_standard
1,10_arm_1,chemistry_followup
1,10_arm_1,chemistry_fu_standard
1,10_arm_1,inr_followup
1,10_arm_1,hcv_rna_followup
1,10_arm_1,hcv_rna_fu_standard
1,11_arm_1,hcc_treatment
1,11_arm_1,hcc_coding
1,11_arm_1,cbc
1,11_arm_1,cbc_standard
1,11_arm_1,chemistry
1,11_arm_1,chemistry_standard
1,11_arm_1,inr
1,11_arm_1,hcv_rna_results
1,11_arm_1,hcv_rna_standard
1,11_arm_1,interferon_administration
1,11_arm_1,ribavirin_administration
1,11_arm_1,ex_coding
1,11_arm_1,adverse_events
1,11_arm_1,ae_coding
1,11_arm_1,conmeds
1,11_arm_1,cm_coding
1,11_arm_1,immunosuppression_dosages
1,11_arm_1,ppi_dosages
1,11_arm_1,transfusions
1,11_arm_1,source_upload_form
1,11_arm_1,site_source_upload_form
1,11_arm_1,protocol_deviations
1,11_arm_1,derived_values
1,11_arm_1,cbc_imported
1,11_arm_1,cbc_im_standard
1,11_arm_1,chemistry_imported
1,11_arm_1,chemistry_im_standard
1,11_arm_1,inr_imported
1,11_arm_1,hcv_rna_imported
1,11_arm_1,hcv_rna_im_standard
1,11_arm_1,conmeds_imported
1,11_arm_1,cm_im_coding
1,11_arm_1,biological_specimens
1,11_arm_1,cbc_followup
1,11_arm_1,cbc_fu_standard
1,11_arm_1,chemistry_followup
1,11_arm_1,chemistry_fu_standard
1,11_arm_1,inr_followup
1,11_arm_1,hcv_rna_followup
1,11_arm_1,hcv_rna_fu_standard
1,12_arm_1,hcc_treatment
1,12_arm_1,hcc_coding
1,12_arm_1,cbc
1,12_arm_1,cbc_standard
1,12_arm_1,chemistry
1,12_arm_1,chemistry_standard
1,12_arm_1,inr
1,12_arm_1,hcv_rna_results
1,12_arm_1,hcv_rna_standard
1,12_arm_1,ribavirin_administration
1,12_arm_1,ex_coding
1,12_arm_1,adverse_events
1,12_arm_1,ae_coding
1,12_arm_1,conmeds
1,12_arm_1,cm_coding
1,12_arm_1,immunosuppression_dosages
1,12_arm_1,ppi_dosages
1,12_arm_1,source_upload_form
1,12_arm_1,site_source_upload_form
1,12_arm_1,derived_values
1,12_arm_1,cbc_imported
1,12_arm_1,cbc_im_standard
1,12_arm_1,chemistry_imported
1,12_arm_1,chemistry_im_standard
1,12_arm_1,inr_imported
1,12_arm_1,hcv_rna_imported
1,12_arm_1,hcv_rna_im_standard
1,12_arm_1,conmeds_imported
1,12_arm_1,cm_im_coding
1,12_arm_1,cbc_followup
1,12_arm_1,cbc_fu_standard
1,12_arm_1,chemistry_followup
1,12_arm_1,chemistry_fu_standard
1,12_arm_1,inr_followup
1,12_arm_1,hcv_rna_followup
1,12_arm_1,hcv_rna_fu_standard
1,13_arm_1,hcc_treatment
1,13_arm_1,hcc_coding
1,13_arm_1,cbc
1,13_arm_1,cbc_standard
1,13_arm_1,chemistry
1,13_arm_1,chemistry_standard
1,13_arm_1,inr
1,13_arm_1,hcv_rna_results
1,13_arm_1,hcv_rna_standard
1,13_arm_1,ribavirin_administration
1,13_arm_1,ex_coding
1,13_arm_1,adverse_events
1,13_arm_1,ae_coding
1,13_arm_1,conmeds
1,13_arm_1,cm_coding
1,13_arm_1,immunosuppression_dosages
1,13_arm_1,ppi_dosages
1,13_arm_1,source_upload_form
1,13_arm_1,site_source_upload_form
1,13_arm_1,derived_values
1,13_arm_1,cbc_imported
1,13_arm_1,cbc_im_standard
1,13_arm_1,chemistry_imported
1,13_arm_1,chemistry_im_standard
1,13_arm_1,inr_imported
1,13_arm_1,hcv_rna_imported
1,13_arm_1,hcv_rna_im_standard
1,13_arm_1,conmeds_imported
1,13_arm_1,cm_im_coding
1,13_arm_1,cbc_followup
1,13_arm_1,cbc_fu_standard
1,13_arm_1,chemistry_followup
1,13_arm_1,chemistry_fu_standard
1,13_arm_1,inr_followup
1,13_arm_1,hcv_rna_followup
1,13_arm_1,hcv_rna_fu_standard
1,14_arm_1,hcc_treatment
1,14_arm_1,hcc_coding
1,14_arm_1,cbc
1,14_arm_1,cbc_standard
1,14_arm_1,chemistry
1,14_arm_1,chemistry_standard
1,14_arm_1,inr
1,14_arm_1,hcv_rna_results
1,14_arm_1,hcv_rna_standard
1,14_arm_1,ribavirin_administration
1,14_arm_1,ex_coding
1,14_arm_1,adverse_events
1,14_arm_1,ae_coding
1,14_arm_1,conmeds
1,14_arm_1,cm_coding
1,14_arm_1,immunosuppression_dosages
1,14_arm_1,ppi_dosages
1,14_arm_1,source_upload_form
1,14_arm_1,site_source_upload_form
1,14_arm_1,derived_values
1,14_arm_1,cbc_imported
1,14_arm_1,cbc_im_standard
1,14_arm_1,chemistry_imported
1,14_arm_1,chemistry_im_standard
1,14_arm_1,inr_imported
1,14_arm_1,hcv_rna_imported
1,14_arm_1,hcv_rna_im_standard
1,14_arm_1,conmeds_imported
1,14_arm_1,cm_im_coding
1,14_arm_1,cbc_followup
1,14_arm_1,cbc_fu_standard
1,14_arm_1,chemistry_followup
1,14_arm_1,chemistry_fu_standard
1,14_arm_1,inr_followup
1,14_arm_1,hcv_rna_followup
1,14_arm_1,hcv_rna_fu_standard
1,15_arm_1,hcc_treatment
1,15_arm_1,hcc_coding
1,15_arm_1,cbc
1,15_arm_1,cbc_standard
1,15_arm_1,chemistry
1,15_arm_1,chemistry_standard
1,15_arm_1,inr
1,15_arm_1,hcv_rna_results
1,15_arm_1,hcv_rna_standard
1,15_arm_1,ribavirin_administration
1,15_arm_1,ex_coding
1,15_arm_1,adverse_events
1,15_arm_1,ae_coding
1,15_arm_1,conmeds
1,15_arm_1,cm_coding
1,15_arm_1,immunosuppression_dosages
1,15_arm_1,ppi_dosages
1,15_arm_1,source_upload_form
1,15_arm_1,site_source_upload_form
1,15_arm_1,derived_values
1,15_arm_1,cbc_imported
1,15_arm_1,cbc_im_standard
1,15_arm_1,chemistry_imported
1,15_arm_1,chemistry_im_standard
1,15_arm_1,inr_imported
1,15_arm_1,hcv_rna_imported
1,15_arm_1,hcv_rna_im_standard
1,15_arm_1,conmeds_imported
1,15_arm_1,cm_im_coding
1,15_arm_1,cbc_followup
1,15_arm_1,cbc_fu_standard
1,15_arm_1,chemistry_followup
1,15_arm_1,chemistry_fu_standard
1,15_arm_1,inr_followup
1,15_arm_1,hcv_rna_followup
1,15_arm_1,hcv_rna_fu_standard
1,16_arm_1,hcc_treatment
1,16_arm_1,hcc_coding
1,16_arm_1,cbc
1,16_arm_1,cbc_standard
1,16_arm_1,chemistry
1,16_arm_1,chemistry_standard
1,16_arm_1,inr
1,16_arm_1,hcv_rna_results
1,16_arm_1,hcv_rna_standard
1,16_arm_1,ribavirin_administration
1,16_arm_1,ex_coding
1,16_arm_1,adverse_events
1,16_arm_1,ae_coding
1,16_arm_1,conmeds
1,16_arm_1,cm_coding
1,16_arm_1,immunosuppression_dosages
1,16_arm_1,ppi_dosages
1,16_arm_1,source_upload_form
1,16_arm_1,site_source_upload_form
1,16_arm_1,derived_values
1,16_arm_1,cbc_imported
1,16_arm_1,cbc_im_standard
1,16_arm_1,chemistry_imported
1,16_arm_1,chemistry_im_standard
1,16_arm_1,inr_imported
1,16_arm_1,hcv_rna_imported
1,16_arm_1,hcv_rna_im_standard
1,16_arm_1,conmeds_imported
1,16_arm_1,cm_im_coding
1,16_arm_1,cbc_followup
1,16_arm_1,cbc_fu_standard
1,16_arm_1,chemistry_followup
1,16_arm_1,chemistry_fu_standard
1,16_arm_1,inr_followup
1,16_arm_1,hcv_rna_followup
1,16_arm_1,hcv_rna_fu_standard
1,17_arm_1,hcc_treatment
1,17_arm_1,hcc_coding
1,17_arm_1,cbc
1,17_arm_1,cbc_standard
1,17_arm_1,chemistry
1,17_arm_1,chemistry_standard
1,17_arm_1,inr
1,17_arm_1,hcv_rna_results
1,17_arm_1,hcv_rna_standard
1,17_arm_1,ribavirin_administration
1,17_arm_1,ex_coding
1,17_arm_1,adverse_events
1,17_arm_1,ae_coding
1,17_arm_1,conmeds
1,17_arm_1,cm_coding
1,17_arm_1,immunosuppression_dosages
1,17_arm_1,ppi_dosages
1,17_arm_1,source_upload_form
1,17_arm_1,site_source_upload_form
1,17_arm_1,derived_values
1,17_arm_1,cbc_imported
1,17_arm_1,cbc_im_standard
1,17_arm_1,chemistry_imported
1,17_arm_1,chemistry_im_standard
1,17_arm_1,inr_imported
1,17_arm_1,hcv_rna_imported
1,17_arm_1,hcv_rna_im_standard
1,17_arm_1,conmeds_imported
1,17_arm_1,cm_im_coding
1,17_arm_1,cbc_followup
1,17_arm_1,cbc_fu_standard
1,17_arm_1,chemistry_followup
1,17_arm_1,chemistry_fu_standard
1,17_arm_1,inr_followup
1,17_arm_1,hcv_rna_followup
1,17_arm_1,hcv_rna_fu_standard
1,18_arm_1,hcc_treatment
1,18_arm_1,hcc_coding
1,18_arm_1,cbc
1,18_arm_1,cbc_standard
1,18_arm_1,chemistry
1,18_arm_1,chemistry_standard
1,18_arm_1,inr
1,18_arm_1,hcv_rna_results
1,18_arm_1,hcv_rna_standard
1,18_arm_1,ribavirin_administration
1,18_arm_1,ex_coding
1,18_arm_1,adverse_events
1,18_arm_1,ae_coding
1,18_arm_1,conmeds
1,18_arm_1,cm_coding
1,18_arm_1,immunosuppression_dosages
1,18_arm_1,ppi_dosages
1,18_arm_1,source_upload_form
1,18_arm_1,site_source_upload_form
1,18_arm_1,derived_values
1,18_arm_1,cbc_imported
1,18_arm_1,cbc_im_standard
1,18_arm_1,chemistry_imported
1,18_arm_1,chemistry_im_standard
1,18_arm_1,inr_imported
1,18_arm_1,hcv_rna_imported
1,18_arm_1,hcv_rna_im_standard
1,18_arm_1,conmeds_imported
1,18_arm_1,cm_im_coding
1,18_arm_1,cbc_followup
1,18_arm_1,cbc_fu_standard
1,18_arm_1,chemistry_followup
1,18_arm_1,chemistry_fu_standard
1,18_arm_1,inr_followup
1,18_arm_1,hcv_rna_followup
1,18_arm_1,hcv_rna_fu_standard
1,19_arm_1,hcc_treatment
1,19_arm_1,hcc_coding
1,19_arm_1,cbc
1,19_arm_1,cbc_standard
1,19_arm_1,chemistry
1,19_arm_1,chemistry_standard
1,19_arm_1,inr
1,19_arm_1,hcv_rna_results
1,19_arm_1,hcv_rna_standard
1,19_arm_1,ribavirin_administration
1,19_arm_1,ex_coding
1,19_arm_1,adverse_events
1,19_arm_1,ae_coding
1,19_arm_1,conmeds
1,19_arm_1,cm_coding
1,19_arm_1,immunosuppression_dosages
1,19_arm_1,ppi_dosages
1,19_arm_1,source_upload_form
1,19_arm_1,site_source_upload_form
1,19_arm_1,derived_values
1,19_arm_1,cbc_imported
1,19_arm_1,cbc_im_standard
1,19_arm_1,chemistry_imported
1,19_arm_1,chemistry_im_standard
1,19_arm_1,inr_imported
1,19_arm_1,hcv_rna_imported
1,19_arm_1,hcv_rna_im_standard
1,19_arm_1,conmeds_imported
1,19_arm_1,cm_im_coding
1,19_arm_1,cbc_followup
1,19_arm_1,cbc_fu_standard
1,19_arm_1,chemistry_followup
1,19_arm_1,chemistry_fu_standard
1,19_arm_1,inr_followup
1,19_arm_1,hcv_rna_followup
1,19_arm_1,hcv_rna_fu_standard
1,20_arm_1,hcc_treatment
1,20_arm_1,hcc_coding
1,20_arm_1,cbc
1,20_arm_1,cbc_standard
1,20_arm_1,chemistry
1,20_arm_1,chemistry_standard
1,20_arm_1,inr
1,20_arm_1,hcv_rna_results
1,20_arm_1,hcv_rna_standard
1,20_arm_1,ribavirin_administration
1,20_arm_1,ex_coding
1,20_arm_1,adverse_events
1,20_arm_1,ae_coding
1,20_arm_1,conmeds
1,20_arm_1,cm_coding
1,20_arm_1,immunosuppression_dosages
1,20_arm_1,ppi_dosages
1,20_arm_1,source_upload_form
1,20_arm_1,site_source_upload_form
